Id	Company_Name	Address	Error
1042723	FINANCIAL ASSURANCE, L.L.C.	6620 Riverside Dr ,Metairie	name 'url' is not defined
1042724	FINANCIAL BENEFITS, INC.	8280 Ymca Plaza Dr Bldg 4 ,Baton Rouge	name 'url' is not defined
1042727	FIRE SPRINKLER SERVICES, L.L.C.	3560 Barksdale Blvd ,Bossier City	name 'url' is not defined
1042728	FIREQUEST FIRE ALARM SERVICE ASSOCIATES, L.L.C.	10500 Coursey Blvd, Ste 101 ,Baton Rouge	name 'url' is not defined
1042730	FIRST ALERT SLING TESTING, LLC	118 Row Three ,Lafayette	name 'url' is not defined
1042737	FIRST CHOICE LAWN CARE SERVICES, INC.	9466 Paxton Rd ,Shreveport	name 'url' is not defined
1042738	FIRST CHOICE MEDICAL STAFFING INC	131 Court St ,Ville Platte	name 'url' is not defined
1042740	FIRST STEPS REFERRAL AND CONSULTING, L.L .C.	138 E Main St Suite 4 ,New Iberia	name 'url' is not defined
1042744	FISCHERS INC	11668 Chef Menteur Hwy ,New Orleans	name 'url' is not defined
1042748	FLEAUX SOLUTIONS LLC	8810 Saint Vincent Ave ,Shreveport	name 'url' is not defined
1042752	FLOORS UNLIMITED OF ALEXANDRIA, LLC	1925 Gus Kaplan Dr ,Alexandria	name 'url' is not defined
1042753	FLORIDA PARISH INDUSTRIES, INC.	11361 Highway 190 ,Hammond	name 'url' is not defined
1042754	FLOW LINE VALVE AND CONTROLS LLC	110 Main Project Rd ,Schriever	name 'url' is not defined
1042755	FLOWMASTER INC	11529 Investor Dr ,Baton Rouge	name 'url' is not defined
1042761	FOCUS TECHNOLOGY PARTNERS, LLC	70380 Highway 21 Suite 2 #250 ,Covington	name 'url' is not defined
1042775	FORCE INDUSTRIES, LLC	240 Capital Blvd ,Houma	name 'url' is not defined
1042776	FORECOMM SOLUTIONS	Po Box 455 ,Prairieville	name 'url' is not defined
1042777	FOREST INSURANCE FACILITIES INC	2901 N I-10 Service Rd Suite 300 ,Metairie	name 'url' is not defined
1042778	FOREST MOTEL INC	1909 Main St ,Franklin	name 'url' is not defined
1042782	FOUNDATION DRILL SHAFTS, INC	317 N. Beglis ,Sulphur	name 'url' is not defined
1042784	FOUNDATION HEALTH SERVICES, INC.	17617 Harrells Ferry Rd ,Baton Rouge	name 'url' is not defined
1042785	FOUNDATION PREPARATORY INC	3121 Saint Bernard Ave ,New Orleans	name 'url' is not defined
1042787	FOX-NESBIT ENGINEERING, LLC	9100 Bluebonnet Centre Blvd Suite 301 ,Baton Rouge	name 'url' is not defined
1042796	FRANK SILVA & SONS LLC	Po Box 998 ,Harvey	name 'url' is not defined
1042797	FRANK'S PIZZA NAPOLETANA - FERN, L.L.C	920 Pierremont Rd, Ste 511 ,Shreveport	name 'url' is not defined
1042799	FRANKLIN ASSOCIATES, LLC	2148 Government St ,Baton Rouge	name 'url' is not defined
1042801	FRANKLIN D BEAHM, A LAW CORPORATION	145 Robert E. Lee Blvd. Ste 408 ,New Orleans	name 'url' is not defined
1042807	FREEDOM BEHAVIORAL HOSPITAL OF TOPEKA LLC	Pob 7935 ,Lake Charles	name 'url' is not defined
1042812	FREMIN GENERAL CONTRACTORS, LLC	1203 Center St ,New Iberia	name 'url' is not defined
1042815	FREMIN'S, INC.	26277 Highway 23 ,Port Sulphur	name 'url' is not defined
1042816	FRENCH ART NETWORK LLC	541 Royal St ,New Orleans	name 'url' is not defined
1042817	FRENCH MARKET RESTAURANT & BAR	1001 Decatur St ,New Orleans	name 'url' is not defined
1042818	FRENCH QUARTER HOTEL COLLECTION LLC	1029 A Esplanade Ave ,New Orleans	name 'url' is not defined
1042821	FREY CONSTRUCTION AND DIRT SERVICE, LLC	161 Maple Ave ,Eunice	name 'url' is not defined
1042841	G & M RENTALS, LLC	4307 Coteau Rd ,New Iberia	name 'url' is not defined
1042846	G&S ELECTRIC LLC	2127 Mcclellan St ,Shreveport	name 'url' is not defined
1042850	GAGE TELEPHONE SYSTEMS LLC	11815 Sun Belt Court ,Baton Rouge	name 'url' is not defined
1042852	GALLOWAY JEFCOAT, LLP	1925 Dulles Dr ,Lafayette	name 'url' is not defined
1042855	GARDEN CITY CONSTRUCTION CO INC	7219 Johnston Street ,Lafayette	name 'url' is not defined
1042856	GARDEN VIEW AT JONES CREEK, LLC	3130 Jones Creek Road ,Baton Rouge	name 'url' is not defined
1042861	GARRETY & ASSOCIATES, CPAS, LLC	11816 Sunray Avenue ,Baton Rouge	name 'url' is not defined
1042862	GARRY LEWIS PROPERTIES	2332 Eastgate Dr Suite D ,Baton Rouge	name 'url' is not defined
1042863	GARVEY SMITH & NEHRBASS, PATENT ATTORNEYS, LLC	3838 N Causeway Blvd ,Metairie	name 'url' is not defined
1042867	GASAWAY GASAWAY BANKSTON APAC	1007 W. Thomas St Suite G ,Hammond	name 'url' is not defined
1042870	GATEWAY PRESCHOOL & TECHNOLOGY CENTER LLC	14354 Highway 73 ,Prairieville	name 'url' is not defined
1042873	GATOR SUPPLY COMPANY L L C	2263 Manhattan ,Harvey	name 'url' is not defined
1042874	GAUDIN EQUIPMENT & SUPPLY COMPANY	2711 Piedmont St ,Kenner	name 'url' is not defined
1042876	GAUTHIER MURPHY HOUGHTALING LLC	3500 North Hullen Street ,Metairie	name 'url' is not defined
1042877	GAUTREAUX'S OUTDOOR POWER LLC	39285 Highway 74 ,Gonzales	name 'url' is not defined
1042879	GC OF SHREVEPORT, LLC	7250 Youree Dr ,Shreveport	name 'url' is not defined
1042880	GEAR SERVICES, INC.	3716 Vonnie Dr ,Harvey	name 'url' is not defined
1042891	GEORGE KELLETT & SONS INC.	1600 L & A Rd ,Metairie	name 'url' is not defined
1042894	GEORGE W. GROETSCH, INC.	5615 Jefferson Highway ,Harahan	name 'url' is not defined
1042905	GILBERT, KELLY &AMP; COUTURIE, INC.	2121 N Causeway Blvd Ste 121 ,Metairie	name 'url' is not defined
1042906	GILL BRIGHT ANIMAL HOSPITAL, INC	406 W Mcneese St ,Lake Charles	name 'url' is not defined
1042919	GLASS SERVICES LLC	1118 E Bert Kouns ,Shreveport	name 'url' is not defined
1042929	GOL, LLC	Highway 308 ,Raceland	name 'url' is not defined
1042931	GOLDEN RANCH FARMS, LLC	2617 Po Box ,Houma	name 'url' is not defined
1042933	GOLF CARS OF LOUISIANA, LLC	5491 Airline Drive ,Bossier City	name 'url' is not defined
1042938	GORDON AND SANDIFER AUTO SERVICES, INC.	3825 Perkins Rd ,Baton Rouge	name 'url' is not defined
1042943	GRACE EPISCOPAL CHURCH OF MONROE, LOUISIANA	405 Glenmar Avenue ,Monroe	name 'url' is not defined
1042945	GRACE MACHINE, INC	3644 Main St ,Gray	name 'url' is not defined
1042948	GRACE PRESBYTERIAN CHURCH, INC	4900 Jackson St ,Alexandria	name 'url' is not defined
1042951	GRAGSON, CASIDAY & GUILLORY, LLP	145 East St ,Lake Charles	name 'url' is not defined
1042965	GREATER SHREVEPORT-BOSSIER AUTO AUCTION, L.L.C.	8000 Greenwood Rd ,Shreveport	name 'url' is not defined
1042966	GREEN ESCAPES NURSERY INC	40482 Abby James Rd ,Prairieville	name 'url' is not defined
1042970	GREENPATH INTERNATIONAL INC	1105 Trudeau Dr ,Metairie	name 'url' is not defined
1042974	GREG LEBLAN HOLDINGS, LLC	218 South Hollywoodroad 0.0 ,Houma	name 'url' is not defined
1042977	GRETNA MEDICAL CENTER LLC	1221 Amelia St ,Gretna	name 'url' is not defined
1042978	GREY ROCK RESOURCES LLC	1221 N 1St Ave ,Lake Charles	name 'url' is not defined
1042979	GREYSTONE GOLF, LLC	9461 Saint Andrews Ct ,Denham Springs	name 'url' is not defined
1042981	GRIFFIN RESTAURANTS, INC.	1015 West Tunnel Blvd ,Houma	name 'url' is not defined
1042985	GSA CONSULTING ENGINEERS, INC.	1022 Purpera Ave ,Gonzales	name 'url' is not defined
1042991	GUARINO DISTRIBUTING COMPANY, L.L.C.	308 Citation Dr ,Madisonville	name 'url' is not defined
1042993	GUCCI ONE FABRICATIONS, LLC	2707 North Concord Road ,Belle Chasse	name 'url' is not defined
1043000	GUINN CONSTRUCTION, LLC.	1616 Industrial Drive ,Jennings	name 'url' is not defined
1043002	GULF COAST CABINETRY, LLC	40507 Pumpkin Center Rd ,Hammond	name 'url' is not defined
1043003	GULF COAST DOCK &#X26; DOOR, L.L.C.	21449 Marion Ln ,Mandeville	name 'url' is not defined
1043004	GULF COAST MARINE LLC	2626 North Arnoult ,Metairie	name 'url' is not defined
1043005	GULF COAST OIL & SUPPLY, LLC	45 Coquille Drive ,Belle Chasse	name 'url' is not defined
1043014	GULF RESOURCE MANAGEMENT, INC.	4811 Industrial Dr ,New Iberia	name 'url' is not defined
1043015	GULF SOUTH ENGINEERING AND TESTING, INC.	15 Veterans Memorial Blvd. ,Kenner	name 'url' is not defined
1043016	GULF SOUTH HEALTHCARE MANAGEMENT, LLC	880 W Commerce Rd ,Harahan	name 'url' is not defined
1043019	GULF SOUTH PILING &#X26; CONSTRUCTION	1250 L And D Road ,Metairie	name 'url' is not defined
1043020	GULF SOUTH RISK MANAGERS, LTD	712 School St ,Houma	name 'url' is not defined
1043025	GULF STATES SERVICES, LLC	101 Production Drive Ste D ,Slidell	name 'url' is not defined
1043036	H & H WELL SERVICES INC	4006 3Rd St ,New Iberia	name 'url' is not defined
1043040	H.J. BERGERON PECAN SHELLING PLANT, LLC	10003 False River Road ,New Roads	name 'url' is not defined
1043044	H2O NORTH	3908 Highway 22 ,Mandeville	name 'url' is not defined
1043049	HADLEY ENERGY SERVICES	1113-A Ridge Rd ,Duson	name 'url' is not defined
1043053	HAIK MINVIELLE & GRUBBS LLP	1017 E Dale ,New Iberia	name 'url' is not defined
1043058	HALPIN'S INC	7740 Greenwell Springs Rd ,Baton Rouge	name 'url' is not defined
1043062	HAMMOND DENTAL ASSOCIATES, LLC	800 C M Fagan Dr ,Hammond	name 'url' is not defined
1043063	HANKO'S METAL WORKS, INC.	995 Utah St ,Berwick	name 'url' is not defined
1043066	HARBOR TOWING AND FLEETING LLC	3801 N Causeway Blvd, Ste 310 ,Metairie	name 'url' is not defined
1043072	HARGROVE, SMELLEY, & STRICKLAND, APLC	401 Edwards St ,Shreveport	name 'url' is not defined
1043073	HARLON'S LA FISH, LLC	606 Short Street ,Kenner	name 'url' is not defined
1043075	HAROLD'S PLUMBING L.	27 26Th Street ,Kenner	name 'url' is not defined
1043079	HARRIS DEVILLE AND ASSOCIATES, INC	521 Laurel Street ,Baton Rouge	name 'url' is not defined
1043090	HAYDEL FAMILY PRACTICE APMC	502 Barrow St ,Houma	name 'url' is not defined
1043092	HAYNES MOTOR LINES LLC	18142 Perkins Rd E ,Baton Rouge	name 'url' is not defined
1043094	HD LOGISTICS LLC	935 Gravier St ,New Orleans	name 'url' is not defined
1043095	HD TRUCK & TRACTOR, L.L.C.	5501 Opelousas ,Lake Charles	name 'url' is not defined
1043096	HEADACHE AND PAIN CENTER, AMC	Frontage Road A ,Gray	name 'url' is not defined
1043098	HEALTHCARE FINANCIAL ASSISTANCE INC	110 Veterans Memorial Blvd Ste 450 ,Metairie	name 'url' is not defined
1043099	HEALTHCARE WAREHOUSE LLC	209 Expo Circle Suite A ,West Monroe	name 'url' is not defined
1043103	HEART CLINIC OF HAMMOND, L.L.C.	16033 Doctors Blvd ,Hammond	name 'url' is not defined
1043104	HEART CLINIC OF LOUISIANA APMC	1111 Medical Center Blvd Suite N613 ,Marrero	name 'url' is not defined
1043109	HEBERT FIELD SERVICES, LLC	35393 Highway 74 ,Geismar	name 'url' is not defined
1043117	HELP SERVICE COMPANY	1309 Dealers Ave ,New Orleans	name 'url' is not defined
1043119	HEMATOLOGY ONCOLOGY LIFE CENTER LLC	605 Medical Center Dr Suite B ,Alexandria	name 'url' is not defined
1043122	HENNING MEMORIAL UNITED METHODIST CHURCH	404 South Huntington Street ,Sulphur	name 'url' is not defined
1043125	HERCULES WIRE ROPE & SLING CO	3404 Trotter Rd ,Houma	name 'url' is not defined
1043127	HERITAGE ELECTRICAL CO., INC.	2346 Belle Chasse Hwy ,Terrytown	name 'url' is not defined
1043130	HGH LLC	3200 Houma Blvd ,Metairie	name 'url' is not defined
1043136	HICKORY SMALL ANIMAL HOSPITAL, LLC	40008 Hickory Lane ,Ponchatoula	name 'url' is not defined
1043137	HICKS ELECTRICAL COMPANY, INC.	6913 Buncombe Road ,Shreveport	name 'url' is not defined
1043139	HIENZ & MACALUSO, LLC	110 Veterans Memorial Boulevard, Suite 170 ,Metairie	name 'url' is not defined
1043143	HIGHFLYER HUMAN RESOURCES LLC	7800 Office Park Blvd, Suite 100 ,Baton Rouge	name 'url' is not defined
1043145	HIGHLAND CABINETS & MILLWORKS, INC.	15717 Perkins Rd. ,Baton Rouge	name 'url' is not defined
1043153	HINE ENVIRONMENTAL SERVICES, LLC	4000 Areno Road ,Sulphur	name 'url' is not defined
1043157	HL HAYDEL MEMORIAL HOSPICE LLLC	1297 Saint Charles St Suite H ,Houma	name 'url' is not defined
1043158	HMS SCHAFER GROUP, LLC	701 Aurora Ave ,Metairie	name 'url' is not defined
1043159	HOFFOSS AND DEVALL, LLC	517 West College Street ,Lake Charles	name 'url' is not defined
1043174	HOME OIL COMPANY, LLC	1515 River Road S ,Baton Rouge	name 'url' is not defined
1043186	HOOTERS OF LOUISIANA, LLC	4317-A Bluebonnet Blvd ,Baton Rouge	name 'url' is not defined
1043187	HOPE CENTER INC	1409 Romain St ,Gretna	name 'url' is not defined
1043188	HOPE CONTRACTORS OF SHREVEPORT, INC.	P O Box 3726 ,Shreveport	name 'url' is not defined
1043195	HOSPICE ASSOCIATES OF NEW ORLEANS LLC	3941 Houma Blvd Ste 1A ,Metairie	name 'url' is not defined
1043199	HOSS INDUSTRIAL, LLC	3118 Metric Dr ,Sulphur	name 'url' is not defined
1043202	HOTEL DE LA MONNAIE OWNERS ASSOCIATION, INC.	405 Esplanade Ave ,New Orleans	name 'url' is not defined
1043207	HOUMA HEALTH CLINIC INC.	827 Bayou Gardens Blvd. ,Houma	name 'url' is not defined
1043209	HOUMA TRACTOR AND EQUIPMENT INC	165 Simmons Dr ,Houma	name 'url' is not defined
1043210	HOUMA VALVE SERVICE INC	1909 Coteau Rd ,Houma	name 'url' is not defined
1043212	HOUSING SOLUTIONS ALLIANCE LLC	330 Marshall St Suite 900 ,Shreveport	name 'url' is not defined
1043216	HOWELL FOUNDRY LLC	12200 Star Hill Trace ,Saint Francisville	name 'url' is not defined
1043219	HSR GROUP, INC	1539 Jackson Avenue ,New Orleans	name 'url' is not defined
1043221	HUBBELL DERMATOLOGY AND AESTHETICS, APMC	913 S College Rd, Ste 216 ,Lafayette	name 'url' is not defined
1043222	HUBBENS INC	560 N Alexander Ave ,Port Allen	name 'url' is not defined
1043223	HUBBS PROPERTIES LLC	37093 White Road ,Prairieville	name 'url' is not defined
1043228	HUGHES MECHANICAL CONTRACTORS, LLC	9210 Main St ,Zachary	name 'url' is not defined
1043229	HULSEY, HARWOOD & SHERIDAN, LLC	1900 Roselawn Ave ,Monroe	name 'url' is not defined
1043233	HUSEMAN & ASSOCIATES LLC	3501 N Causeway Blvd ,Metairie	name 'url' is not defined
1043242	HYDROTETTRA TECHNOLOGIES, LLC	1129 Huval Ln ,Breaux Bridge	name 'url' is not defined
1043243	HYMEL DAVIS & PETERSEN LLC	10602 Coursey Blvd ,Baton Rouge	name 'url' is not defined
1043244	HYUNDAI OF SLIDELL LLC	298 E. Howze Beach Rd ,Slidell	name 'url' is not defined
1043251	IBERIA RENTAL SERVICE INCORPORATED	1014 Center St ,New Iberia	name 'url' is not defined
1043258	IDIM CONSTRUCTION LLC	112 Toledo Dr ,Lafayette	name 'url' is not defined
1043263	IMAGINAL MARKETING GROUP, LLC	636 N. Carrollton ,New Orleans	name 'url' is not defined
1043264	IMAGING CENTER OF LOUISIANA, L.L.C.	8338 Summa Ave Ste 100 ,Baton Rouge	name 'url' is not defined
1043265	IMC CONSULTING ENGINEERS INC	2714 Independence St ,Metairie	name 'url' is not defined
1043280	INDUSTRIAL DIESEL SERVICE, LLC	17911 Highway 3235 ,Galliano	name 'url' is not defined
1043281	INDUSTRIAL MUNICIPAL SUPPLY CO, INC	36504 Highway 30 ,Geismar	name 'url' is not defined
1043282	INDUSTRIAL PLASTICS	6829 South Choctaw Dr, ,Baton Rouge	name 'url' is not defined
1043289	INDUSTRIAL SUPPLY & SERVICE, LLC	1135 Burt Street ,Shreveport	name 'url' is not defined
1043290	INFINITI OF SOUTH MISSISSIPPI, LLC	3223 8Th St Ste 300 ,Metairie	name 'url' is not defined
1043292	INFINITY ENERGY SERVICES, LLC	122 Bourg Larose Highway ,Bourg	name 'url' is not defined
1043293	INFOTECH SOLUTIONS, LLC	204 Fourpark Road ,Lafayette	name 'url' is not defined
1043294	INFRONT DEVICES AND SYSTEMS, LLC	187 Dalwill Drive ,Mandeville	name 'url' is not defined
1043298	INNOCENCE PROJECT NEW ORLEANS	4051 Ulloa Street ,New Orleans	name 'url' is not defined
1043300	INNOVATIVE INDUSTRIAL FABRICATORS, LLC	11625 Old Mansfield Road ,Keithville	name 'url' is not defined
1043303	INNOVATIVE STEEL DETAILING INC	10932 Cloverland Avenue ,Baton Rouge	name 'url' is not defined
1043312	INSURANCE RESOURCE GROUP OF SW LA LLC	106 Oil Center Drive Ste 250 ,Lafayette	name 'url' is not defined
1043320	INTELLIGENT TRANSPORTATION SYSTEMS LLC	18839 Santa Maria Drive ,Baton Rouge	name 'url' is not defined
1043321	INTERNAL MEDICINE CLINIC OF ST MARY, LLC	1126 Marguerite St ,Morgan City	name 'url' is not defined
1043323	INTERNATIONAL MANUFACTURERS REPRESENTATIVES	10040 Mammoth Ave ,Baton Rouge	name 'url' is not defined
1043326	INTERSTATE BUILDING MATERIALS, INC	945 Highway 171 Byp ,Many	name 'url' is not defined
1043327	INTERSTATE HYUNDAI	609 Constitution Dr ,West Monroe	name 'url' is not defined
1043329	INTRACOASTAL CITY DRYDOCK AND SHIPBUILDING, INC.	18938 Live Oak Rd ,Abbeville	name 'url' is not defined
1043332	IRENE'S LLC	529 Bienville St ,New Orleans	name 'url' is not defined
1043336	ISR PHYSICAL THERAPY OF HOUMA	478 Corporate Dr ,Houma	name 'url' is not defined
1043337	IT INSPIRED	2354 S Acadian Throughway Suite B ,Baton Rouge	name 'url' is not defined
1043338	IT-STRAPS-ON, INC.	74525 Oil Row ,Covington	name 'url' is not defined
1043341	IV WASTE, LLC	730 Pierce St ,New Orleans	name 'url' is not defined
1043346	J & J CARPET	713 Carter St ,Vidalia	name 'url' is not defined
1043362	J REED CONSTRUCTORS INC	9882 S Perdue Ave ,Baton Rouge	name 'url' is not defined
1043364	J WESLEY DOWLING & ASSOCIATES, L.L.C.	8805 Line Avenue, Ste 100 0.0 ,Shreveport	name 'url' is not defined
1043365	J&B BOAT RENTAL LLC	5789 Highway 56 ,Chauvin	name 'url' is not defined
1043370	J. W. ALLEN & COMPANY INCORPORATED	1000 Riverbend Dr ,Saint Rose	name 'url' is not defined
1043375	J3 COMMUNICATIONS, LLC	3711 Cypress Street, Suite 3 ,West Monroe	name 'url' is not defined
1043377	JABAR CORPORATION	1925 Highway 80 E ,Calhoun	name 'url' is not defined
1043378	JACK'S ELECTRIC SERVICE, INC	1116 South Telemachus Street ,New Orleans	name 'url' is not defined
1043383	JACKSON SQUARE CAFE INC	546 Saint Peter St ,New Orleans	name 'url' is not defined
1043388	JAMES A. TEAGUE RENTAL EQUIPMENT, L.L.C.	8195 Plank Rd ,Baton Rouge	name 'url' is not defined
1043397	JANE'S SEAFOOD INC	1201 Jane Street ,New Iberia	name 'url' is not defined
1043400	JAY MALLARD FORD LINCOLN, LLC	601 Hudson Avenue ,Jonesboro	name 'url' is not defined
1043403	JEANSONNE & REMONDET, LLC	200 West Congress 1100 ,Lafayette	name 'url' is not defined
1043405	JEFF LESAICHERRE, LLC	41601 Veterans Avenue ,Hammond	name 'url' is not defined
1043429	JIM TATMAN'S MOBILE HOMES INC	15729 Highway 190 ,Opelousas	name 'url' is not defined
1043432	JIMS FIREARMS INC	5760 Siegen Ln ,Baton Rouge	name 'url' is not defined
1043435	JK HAYNES ELEMENTARY CHARTER  SCHOOL	8600 Elm Grove Garden ,Baton Rouge	name 'url' is not defined
1043439	JM HOTELS, LLC	701 Poydras St Ste. 4100 ,New Orleans	name 'url' is not defined
1043449	JOHN J AERTKER JR CO INC	Dumaine St ,New Orleans	name 'url' is not defined
1043450	JOHN J. GUTH ASSOCIATES, INC.	208 Milam Street, ,Shreveport	name 'url' is not defined
1043457	JOHN'S GROCERY, INC.	33606 Cane Market Rd ,Walker	name 'url' is not defined
1043458	JOHN'S PHARMACY IN ALBANY LLC	29148 S. Montpelier Ave ,Albany	name 'url' is not defined
1043465	JOHNSON'S, INC.	921 Westgate Ln ,Bossier City	name 'url' is not defined
1043466	JOLY'S METAL WORKS	4300 Poche Ct W ,New Orleans	name 'url' is not defined
1043469	JONES ENVIRONMENTAL, INC.	708 Milam St ,Shreveport	name 'url' is not defined
1043475	JOURNEY HOSPICE CARE OF HOUMA LOUISIANA, LLC	598 Corporate Dr, ,Houma	name 'url' is not defined
1043481	JPS AVIATION LLC	5410 Operations Rd ,Monroe	name 'url' is not defined
1043482	JPS MOTORS LLC	224 Gap Farm Rd ,Arcadia	name 'url' is not defined
1043483	JRJ ALUM-FAB, INC.	3650 Barataria Blvd. ,Marrero	name 'url' is not defined
1043490	JUDICE & ADLEY (A PROFESSIONAL LAW CORPORATION)	926 Coolidge Blvd ,Lafayette	name 'url' is not defined
1043494	JUNEAU MARINE REFRIGERATION & AIR CONDITIONING, INC	148 Hollywood Ct ,Houma	name 'url' is not defined
1043504	K&D RENT-ALL & HARDWARE, INC	9550 Old Hammond Hwy ,Baton Rouge	name 'url' is not defined
1043506	K-JON, INC.	19013 Po Box ,Lake Charles	name 'url' is not defined
1043508	K.B. KAUFMANN & CO., INC	3173 Terrace Avenue East ,Slidell	name 'url' is not defined
1043509	KABUKI LLC	212 West Garfield ,Lafayette	name 'url' is not defined
1043511	KAILAS COMPANIES, L.L.C.	3525 Causeway Blvd ,Metairie	name 'url' is not defined
1043515	KALTHIA HOTEL MANAGEMENT LLC	102 Lake St ,Shreveport	name 'url' is not defined
1043516	KANNER & WHITELEY LLC	701 Camp St ,New Orleans	name 'url' is not defined
1043519	KART RANCH, INC.	508 Youngsville Hwy ,Lafayette	name 'url' is not defined
1043523	KAY RADIO & ELECTRONIC SERVICE LLC	3305 Fern St ,Alexandria	name 'url' is not defined
1043525	KDM ELECTRIC	3204 Fern St ,Alexandria	name 'url' is not defined
1043526	KEAN'S THE CLEANER, LLC	5664 Jones Creek Rd, Suite B ,Baton Rouge	name 'url' is not defined
1043527	KEARNEY_PAGE WAREHOUSE SERVICES LLC	4000 France Road Pkwy ,New Orleans	name 'url' is not defined
1043531	KEILAND CONSTRUCTION LLC	600 Bayou Pines E. Suite G ,Lake Charles	name 'url' is not defined
1043537	KELLY'S INDUSTRIAL SERVICES INC	2500 American Way Drive ,Port Allen	name 'url' is not defined
1043539	KEN TILLAGE CONSTRUCTION CO., LLC	2635 Choctaw Dr ,Baton Rouge	name 'url' is not defined
1043541	KENNEDY RICE MILL	610 Wilmot Hwy ,Mer Rouge	name 'url' is not defined
1043544	KENNETH L ODINET A PROFESSIONAL CORP	200 Beaullieu Dr Ste 6 ,Lafayette	name 'url' is not defined
1043547	KENT-MITCHELL BUS SALES & SERVICE, L.L.C.	41430 E I 55 Service Rd ,Hammond	name 'url' is not defined
1043549	KEV'S KARS, INC.	1410 Veterans Memorial Blvd ,Kenner	name 'url' is not defined
1043550	KEVIN CLARK ELECTRICAL SERVICES, LLC	370 Iris Ave ,Jefferson	name 'url' is not defined
1043558	KID GLOVES INC.	601 S. Galvez St ,New Orleans	name 'url' is not defined
1043561	KIDS' ORCHESTRA	352 Florida Street ,Baton Rouge	name 'url' is not defined
1043563	KILPATRICK FUNERAL HOMES LLC	1324 N 7Th Street ,West Monroe	name 'url' is not defined
1043566	KINCHEN, WALKER, BIENVENU, BARGAS, REED & HELM, LLC	9456 Jefferson Highway ,Baton Rouge	name 'url' is not defined
1043572	KINGDOM SECURITY	11677 Highway 165 S ,Forest Hill	name 'url' is not defined
1043573	KINGFISH COMMUNICATIONS LLC	10500 Coursey Blvd. Ste 104 ,Baton Rouge	name 'url' is not defined
1043580	KLEINPETER AND SCHWARTZBERG LLC	6655 Jefferson Hwy ,Baton Rouge	name 'url' is not defined
1043581	KLINGER & MARSHALL DERMATOLOGY, LLC	2600 Belle Chasse Hwy, Ste 202 ,Gretna	name 'url' is not defined
1043582	KLINGER ADVANTAGE	11224 Pennywood Ave ,Baton Rouge	name 'url' is not defined
1043587	KNOCK KNOCK CHILDRENS MUSEUM INC	1900 Dalrymple Dr ,Baton Rouge	name 'url' is not defined
1043595	KUTCHER TYGIER & LUMINAIS, LLP	3850 North Causeway Blvd, Suite 900 ,Metairie	name 'url' is not defined
1043598	KYLE ASSOCIATES, LLC	638 Village Lane North ,Mandeville	name 'url' is not defined
1043601	L C SERVICES OF LOUISIANA, LLC	4275 Meadow Lane ,Bossier City	name 'url' is not defined
1043608	L. KING COMPANY, LLC	2450 Florida Ave Sw ,Denham Springs	name 'url' is not defined
1043616	LA FONDA INC.	3809 Johnston Street ,Lafayette	name 'url' is not defined
1043622	LA-MAR-KA, INC.	10272 S Perdue Ave ,Baton Rouge	name 'url' is not defined
1043624	LABORDE THERAPY CENTER LLC	101 Parkway Dr ,Lafayette	name 'url' is not defined
1043635	LAFAYETTE HABITAT FOR HUMANITY, INC.	823 W Congress St ,Lafayette	name 'url' is not defined
1043636	LAFAYETTE INTERNAL MEDICINE CLINIC	4809 Ambassador Caffery Pkwy Ste 410 ,Lafayette	name 'url' is not defined
1043639	LAFAYETTE MUSIC CO., INC.	3700 Johnston St ,Lafayette	name 'url' is not defined
1043650	LAGRECA SERVICES INC	148 La Greca Ct ,Schriever	name 'url' is not defined
1043652	LAJAUNIE'S PEST CONTROL LLC	P O Box 5606 ,Thibodaux	name 'url' is not defined
1043654	LAKE AIR SERVICE, LLC	7420 Ardoin Rd ,Jennings	name 'url' is not defined
1043659	LAKE CHARLES CLINICAL TRIALS	1 Lakeshore Dr Ste 1695 ,Lake Charles	name 'url' is not defined
1043660	LAKE CHARLES ELECTRIC COMPANY LLC	617 Gray St ,Westlake	name 'url' is not defined
1043663	LAKE CHARLES PILOTS, INC.	4902 Ihles Road Suite A ,Lake Charles	name 'url' is not defined
1043669	LAKE PONTCHARTRAIN BASIN FOUNDATION	Pontchartrain Beach Office 2045 Lakeshore Dr Ste 339 ,New Orleans	name 'url' is not defined
1043673	LAKESIDE DENTAL ASSOCIATES, LLC	3301 Veterans Memorial Blvd Suite 203 ,Metairie	name 'url' is not defined
1043674	LAKESIDE HOSPICE, LLC	5105 W. Napoleon Ave ,Metairie	name 'url' is not defined
1043675	LAKEVIEW CAFE, INC.	323 Octavia St ,New Orleans	name 'url' is not defined
1043678	LAKEVIEW VETERINARY HOSPITAL, INC.	6245 Memphis St. ,New Orleans	name 'url' is not defined
1043689	LANDSOURCE, INC.	6730 Exchequer Dr ,Baton Rouge	name 'url' is not defined
1043694	LANGLINAIS BROUSSARD & KOHLENBERG, A CORPORATION OF CPA'S	2419 Veterans Memorial Dr ,Abbeville	name 'url' is not defined
1043705	LARZELERE PICOU WELLS SIMPSON LONERO, LLC	3850 N Causeway Blvd Ste 500 ,Metairie	name 'url' is not defined
1043708	LATECH LLC	10741 Coursey Blvd ,Baton Rouge	name 'url' is not defined
1043709	LAUNDRY DIVA LLC	201 Hollywood Rd ,Houma	name 'url' is not defined
