Id	Company_Name	Address	Title	URL	Result
1044475	PARISH DISPOSAL IND	5921 Swift Plant Rd ,Lake Charles	Parish Disposal Industries, LLC (Pdi) in Lake Charles, LA 70615 - 337 ...	https://www.chamberofcommerce.com/business-directory/louisiana/lake-charles/waste-management-service/1335488125-parish-disposal-industries-llc-pdi	Parish Disposal Industries, LLC(Pdi) is located at 5921 Swift Plant Rd in Lake Charles, Louisiana 70615. Parish Disposal Industries, LLC(Pdi) can be contacted via phone at 337-721-9995 for pricing, hours and directions. Contact Info. 337-721-9995 [email protected] Questions & Answers
1044476	PARISH MANAGEMENT CONSULTANTS, LLC	3900 N. Causeway Blvd ,Metairie	PARISH MANAGEMENT CONSULTANTS - Updated June 2024 - 3900 N Causeway ...	https://www.yelp.com/biz/parish-management-consultants-metairie	Specialties: Blending Excellent Management with Quality Anesthesia Services Parish Management Consultants (PMC) is an anesthesia management service organization. The PMC management team is comprised of career healthcare managers. The senior team has over 100 years of combined work experience in various sectors of the healthcare industry including hospital administration, health insurance ...
1044479	PARTEK LABORATORIES, INC	225 Hollywood Rd ,Houma	Partek Laboratories | Metallurgical & Welding Experts	https://parteklab.com/	Welcome to Partek Lab A Professional Engineering firm for Metallurgical Engineering, registered in the state of Louisiana. Corporate Office: 225 South Hollywood Road, Houma, LA 70360, Phone: Toll free: 1-800-445-4619 or 985-851-5310
1044481	PARTNERS IN PHYSICAL THERAPY	3221 Ryan Street, Suite D ,Lake Charles	Partners In Physical Therapy, Lake Charles, LA - Healthgrades	https://www.healthgrades.com/group-directory/la-louisiana/lake-charles/partners-in-physical-therapy-xb5g85	Partners In Physical Therapy. Physical Medicine & Rehabilitation, Physical Therapy • 13 Providers. 3221 Ryan St Ste D, Lake Charles LA, 70601. Make an Appointment. (337) 439-3344. Telehealth services available. Partners In Physical Therapy is a medical group practice located in Lake Charles, LA that specializes in Physical Medicine ...
1044490	PATRICK FABRICATION & WELDING ENTERPRISES INC.	22216 Prats Dairy Rd ,Abita Springs	Home - Patrick Fabricating & Welding	https://www.patrickfab.com/	This diligence has driven Patrick Fabricating & Welding into a significant provider of equipment to the oilfield, power generation, ... including fabrication shops, paint and blasting building, shipping/receiving tool room and a separate machine shop. across the globe. ... 22216 Prats Dairy Road Abita Springs, LA 70420. Contact Us. Phone : +1 ...
1044492	PATRIOT EQUIPMENT  RENTALS, LLC	2005 Coteau Rd ,Houma	Patriot Crane Rentals | Crane Rental Services | 2005 Coteau Rd, Houma ...	https://www.patriotcranerentals.com/	"Patriot Crane Rental Services offers affordable and reliable specialty cranes & equipment to contractors in the Southeastern States." "Patriot Crane Rental Services offers affordable and reliable specialty cranes & equipment to contractors in the Southeastern States." top of page ... 2005 Coteau Road. Houma , LA 70364-2141. Phone: (985) 223-3388
1044507	PAYNE, MOORE, & HARRINGTON, LLP	1419 Metro Dr ,Alexandria	PAYNE, MOORE & HERRINGTON, LLP - Home	https://www.pmhcpa.com/	Payne, Moore & Herrington -- A Name You Can Trust. Payne, Moore & Herrington, LLP is a public accounting firm that has been providing the highest quality consulting, planning, tax, and accounting services at a reasonable cost to the individuals and organizations we serve since 1945. ... 1419 Metro Drive, Alexandria, LA 71301 | (318) 443-1893 ...
1044508	PAYROLL PLUS INC	1900 Lammy Lane ,Monroe	Contact Us | Payroll Solutions - Payroll Plus Incorporated	https://www.payroll-plus.com/contact-us/	1900 Lamy Lane Suite L Monroe, LA 71201 . Phone: (318) 324-8814 Toll Free: (800) 256-9794 Email: info@paipayroll.com. Beyond processing checks, Payroll Plus puts effective Payroll, Time & Attendance and HR management tools in your hands to make every pay period business-as-usual. LINKS. Home. Services. Resources.
1044511	PC NET SOLUTIONS, LLC	910 Pierremont Rd Suite 221 ,Shreveport	Pc Net Solutions, LLC · 910 PIERREMONT RD Suite 221, Shreveport, LA ...	https://opengovus.com/sba-ppp-loan/7706387007	Pc Net Solutions, LLC is a small business received Paycheck Protection Program (PPP) loans from U.S. Small Business Administration (SBA), Office of Capital Access. The approved date is April 8, 2020. The approval amount is $160652.00.
1044520	PEDIATRIC CLINIC OF ST MARY PARISH	1055 David Dr ,Morgan City	The Pediatric Clinic | Morgan City LA | Appointments (995) 384-2430	http://www.thepediatricclinic.org/	We are pleased to announce our new offices and new location at 1055 David Dr in Morgan City. " Pedi " the Pelican, the physicians and the staff of the PEDIATRIC CLINIC look forward to providing you with the care, kindness and comfort you've come to expect from us -- but now in our brand new, state of the art offices. While our location is new, our physicians and staff are the same friendly ...
1044525	PEDIATRIC THERAPY AND LEARNING CENTER LLC	108 Energy Pkwy ,Lafayette	Pediatric Therapy and Learning Center - Speech and Occupational Therapy	http://pediatrictlc.com/	108 Energy Pkwy | Lafayette, LA 70508 | Phone: (337) 504-4244 | Fax: (337) 706-7612. Menu. Home; Services. ... Pediatric Therapy and Learning Center (PTLC) is a premier therapy center in Lafayette, Louisiana, dedicated to excellence in the treatment of toddlers, preschoolers and school-aged children. ...
1044534	PELICAN ICE & COLD STORAGE LLC	711 Oxley St ,Kenner	PELICAN ICE - Updated July 2024 - 711 Oxley St, Kenner, Louisiana - Yelp	https://www.yelp.com/biz/pelican-ice-kenner	PELICAN ICE in Kenner, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about what's great and not so great in Kenner and beyond.
1044540	PEOPLE UNITED OF LOUISIANA	1401 Hudson Lane Ste 202 ,Monroe	PEOPLE UNITED OF LOUISIANA, NPI 1972800415 - Case Management in Monroe, LA	https://npiprofile.com/npi/1972800415	People United Of Louisiana provider in 1401 Hudson Ln Ste 202 Monroe, La 71201. Phone: (318) 323-1300 . Taxonomy 251B00000X. Search. ... People United Of Louisiana is a provider established in Monroe, ... 1401 HUDSON LN SUITE 202 MONROE, LA 71201 (318) 329-1388: 1922544295:
1044548	PERFORMANCE AUTO BODY EAST LLC	14155 Airline Hwy ,Gonzales	Performance Auto Body Collision Center - Gonzales, LA & Plaquemine, LA	https://pabcollisioneast.com/	For stress-free auto collision services you can depend on, visit one of our convenient locations today! You can schedule an appointment online or give us a call. We will be happy to serve you and get your vehicle back on the road. Plaquemine, LA. 225-685-1025. Gonzales, LA. 225-647-2639.
1044549	PERFORMANCE AUTO SOUTH INC	6100 Hwy 84 ,Ferriday	Ferriday Performance Dodge Chrysler Jeep Ram | New & Used RAM, Jeep ...	https://www.performancedodgejeep.com/	Performance Dodge Chrysler Jeep is also by your side whenever you need any car service and repair work done in Ferriday. What's more, our auto parts team would be happy to get ... Jeep, Ram vehicle on the road for many miles to come. Performance Dodge Chrysler Jeep. 6100 Hwy 84 W Ferriday, LA 71334-4501. Sales: (318)757-6700; Visit us at: 6100 ...
1044554	PERKINS-MCKENZIE INS AGENCY	4701 Bluebonnet Boulevard. Ste B ,Baton Rouge	Perkins-McKenzie Insurance Agency, 4701 Bluebonnet Blvd, Suite B, Baton ...	https://www.mapquest.com/us/louisiana/perkins-mckenzie-insurance-agency-405438847	Get more information for Perkins-McKenzie Insurance Agency in Baton Rouge, LA. See reviews, map, get the address, and find directions. ... (225) 767-0100. Website. More. Directions Advertisement. 4701 Bluebonnet Blvd Suite B Baton Rouge, LA 70809 Opens at 9:00 AM. Hours. Mon 9: ... Perkins McKinzie. Suite B. Autism Spectrum Therapies. Ste B ...
1044556	PERNICIARO (A PROFESSIONAL CHIROPRACTIC CORPORATION)	108 Memorial Dr ,Donaldsonville	Dr. Jay Perniciaro, Chiropractor | Donaldsonville, LA | WebMD	https://doctor.webmd.com/doctor/jay-perniciaro-f4ecf079-0eb0-4a31-8f73-6984a729d25b-overview	Dr. Jay Perniciaro, is a Chiropractor specialist practicing in Donaldsonville, LA with undefined years of experience. . ... Dr. Perniciaro works in Donaldsonville, LA and specializes in Chiropractor. ... 108 Memorial Dr. Donaldsonville, LA, 70346. Tel: (225) 473-3990. Visit Website . Mon 9:00 am - 5:00 pm.
1044559	PERRIER PARTY RENTALS	109 Industrial Ave ,Jefferson	Perrier Party Rentals | Jefferson LA - Facebook	https://www.facebook.com/PerrierPartyRentals/	Perrier Party Rentals, Jefferson, Louisiana. 534 likes · 5 were here. Since 1987 Perrier Party Rentals has provided exceptional service throughout the New Orleans and Gulf Coast area. We provide...
1044560	PERRY BALHOFF MENGIS %26 BURNS, LLC	2141 Quail Road Dr. 0.0 ,Baton Rouge	Perry, Balhoff, Mengis & Burns, L.L.C. | Baton Rouge	http://www.pbmbllc.com/	Who We Are In May 1998, John W. Perry, Jr. and Daniel J. Balhoff teamed up to form a new Baton Rouge law firm. They had already practiced together for several years, first representing defendants in civil cases, and later representing plaintiffs. Joseph W. Mengis, Robert J. Burns, Jr., and John W. Perry, III later joined the firm, known today as Perry, Balhoff, Mengis & Burns, L.L.C.
1044565	PETERBILT OF LAFAYETTE, LLC	228 Ambassador Caffery Pkwy ,Scott	Lafayette | Peterbilt of Louisiana | New and used Peterbilt truck dealer	https://www.peterbilttrkla.com/lafayette.htm	Peterbilt of Louisiana's Lafayette location is located at 228 N. Ambassador Caffery Parkway, Scott, LA 70583. Store hours are from 7am to 5pm on Monday through Friday and 8am to 12pm on Saturday. Call their office toll free at (866) 359-5599 or at (337) 314-2050.
1044567	PETRO CHEM EQUIPMENT CO INC	4338 Jeffrey Dr ,Baton Rouge	Petro-Chem Equipment | SOLUTIONS FOR YOUR INSTRUMENTATION AND PROCESS ...	https://pcebr.com/	Petro-Chem Equipment. About us (225) 292-8400. Contact Us. Name. Phone Number. Email Address. Message. Submit. What We Offer. We are a small family-owned company that focuses on direct customer interaction with quick and reliable response times. ... 4338 Jeffrey Drive, Baton Rouge, LA 70817.
1044570	PETROLEUM LABORATORIES INC.	Cleveland St ,Houma	About Petroleum Laboratories	http://www.petroleumlaboratories.com/about_us.htm	Petroleum Laboratories was founded in 1963. The mission of Petroleum Laboratories was to provide quality analytical data at affordable prices. We have diversified and expanded our capabilities to better service our customers. ... 109 Cleveland Street Houma, LA 70363 985-868-4820 Toll Free 866-273-8522 Fax 985-872-5634
1044574	PH MACHINE WORKS LLC	904 2Nd Ave ,Lake Charles	PH Machine Works | LinkedIn	https://www.linkedin.com/company/ph-machineworks	PH Machine Works | 204 followers on LinkedIn. Construction Equipment Repairs, Hydraulic Mechanics, Machining, Dry Suction Excavation, Utility Locates, Kubota Repair | Construction and Industrial ...
1044576	PHIL GUILBEAU OFFSHORE, INC.	2510 Alex Plaisance Blvd ,Golden Meadow	PHIL GUILBEAU OFFSHORE, INC. | Where did $380B in PPP money go? - CNN	https://www.cnn.com/projects/ppp-business-loans/businesses/phil-guilbeau-offshore-inc	The data in this database was published by the Small Business Administration (SBA) on July 6, 2020 and includes all approved, active Paycheck Protection Program (PPP) loans worth $150,000 or more ...
1044580	PHILLIPS ABITA LUMBER CO, INC	21459 Highway 36 ,Abita Springs	Abita Lumber Company - Phillips Building Supply	https://www.phillipsbuildingsupply.com/abita-lumber-company/	Abita Lumber Company - Phillips Building Supply. ABITA LUMBER CO. ( www.abitalumber.com) 21459 Highway 36. Abita Springs, LA 70420. 985-892-6530.
1044586	PICCIOLA & ASSOCIATES, INC.	P.O. Box 687 ,Cut Off	Picciola and Associates Inc - Land Surveyor in Cut Off & Lafourche ...	https://picciola.com/	Picciola & Associates, Inc. are your trusted land surveyors serving Cut Off, Lafourche, & all of Southeastern LA. Contact us today for more information.
1044596	PIGGLY WIGGLY SOUTH OF OPELOUSAS	1305 Heather Dr ,Opelousas	Piggly Wiggly, 1305 Heather Dr, Opelousas, LA - MapQuest	https://www.mapquest.com/us/louisiana/piggly-wiggly-405844297	Get more information for Piggly Wiggly in Opelousas, LA. See reviews, map, get the address, and find directions. Search MapQuest. Hotels. ... Grocery. Gas. Piggly Wiggly. Opens at 7:00 AM (337) 948-8199. Website. More. Directions Advertisement. 1305 Heather Dr Opelousas, LA 70570 Opens at 7:00 AM. Hours. ... Piggly Wiggly. Partial Data by ...
1044599	PINE GROVE LIGHTING & ELECTRICAL SUPPLY, LLC	50 West Ct ,Mandeville	Catalog | Pine Grove Electrical Supply, Inc	https://www.pine-grove-electric.com/	Large selection of high quality decorative lighting on the second floor in their show room. They offer outdoor lighting as well. Browse our selection of and other Lighting Fixtures at pine-grove-electric.xologic.com. We are your source for Lighting and more in Mandeville, Louisiana and surrounding areas.
1044606	PIRANHA RENTALS, LLC	2059 Grand Caillou Rd ,Houma	Piranha Rentals	http://piranharentals.net/public/Default.aspx	Piranha Rentals opened its doors in 2008 in Houma LA which continues to serve as both our corporate office and main base of operation. In 2011 an expansion facility was needed to service our growing business. This location in Venice La. is a full service facility and has a complete line of rental equipment available. We service the GOM and land operations in both the oilfield and construction ...
1044607	PISTOL'S PLUMBING & MAINTENANCE INC	4416 Maplewood Drive ,Sulphur	Pistol's Plumbing and Maintenance Inc | Sulphur, LA	https://www.pistolsplumbing.com/	We offer FREE estimates on our large projects. We're a member of the PHCC (Plumbing, Heating, Cooling Contractors) association and are accredited by the Better Business Bureau. We have the expertise and knowledge to deal with an array of commercial plumbing services. 337-533-8415 - FREE estimates. Residential plumbing.
1044608	PIVACH, PIVACH, HUFFT THRIFFILEY &#X26; DUNBAR, LLC	8311 Highway 23 ,Belle Chasse	Pivach Law - Trial and legal experience in Louisiana & Texas	https://www.pivachlaw.com/	Pivach, Pivach, Thriffiley & Dunbar, LLC has been providing legal solutions throughout Louisiana and Texas for over 30 years. We pride ourselves on being more than attorneys. We are problem-solvers. ... 8311 Highway 23, Suite 104 Belle Chasse, LA 70037 504-394-1870. 71683 Riverside Drive Covington, LA 70433
1044610	PIXUS, L.L.C.	1327 Eraste Landry Rd ,Lafayette	Pixus Digital Printing - Large Format Printing - Lafayette, LA	https://www.pixus.com/	Located in Lafayette, Pixus Digital Printing are graphics and printing experts. From banners and vinyl wraps to various marketing materials we can help! 800-738-0706; 0 Items. ... Pixus serves over 500 businesses nationwide, including: retail stores, casinos, construction firms, ad agencies and restaurants. ...
1044614	PLANCHE-POLITZ-LEDET LLC	18212 East Petroleum Drive Suite 1B ,Baton Rouge	PPL | Financial Services | Baton Rouge, Houma, & The Woodlands	https://www.pplcpa.com/	Baton Rouge Office. 10616 Timberlake Dr. Baton Rouge, LA 70810 (225) 291-4141. Houma Office. 228 Progressive Blvd. Suite 100. Houma, LA 70360 (985) 868-0069. Texas Office. 2203 Timberloch Place, Ste. 115. The Woodlands, TX 77380 (832) 702-7978.
1044615	PLANET PIPELINE LLC	3955 Hwy 90 E ,Lake Charles	Planet Pipeline, LLC Company Profile | Lake Charles, LA | Competitors ...	https://www.dnb.com/business-directory/company-profiles.planet_pipeline_llc.317cca5f0f2f35bbb1c3535be3584649.html	Find company research, competitor information, contact details & financial data for Planet Pipeline, LLC of Lake Charles, LA. Get the latest business insights from Dun & Bradstreet.
1044616	PLAQUEMINE GLASS WORKS INC	6150 Hwy 73 ,Geismar	PLAQUEMINE GLASS - Updated July 2024 - 6150 Hwy 73, Geismar ... - Yelp	https://www.yelp.com/biz/plaquemine-glass-works-geismar	You could be the first review for Plaquemine Glass. Filter by rating. Search reviews. Search reviews. Business website. plaquemineglass.com. Phone number (225) 677-7569. Get Directions. 6150 Hwy 73 Geismar, LA 70734. Suggest an edit. Other Glass & Mirrors Nearby.
1044617	PLAQUEMINES COMMUNITY CARE CENTERS FOUNDATION, INC	115 Keating Dr ,Belle Chasse	Plaquemines Community C.A.R.E. Centers Foundation, Inc.	http://pcccf.org/	Plaquemines Community C.A.R.E. Centers Foundation, Inc. The Plaquemines Community CARE Center is a not-for profit 501(c)(3) corporation. Its mission is to protect Children, Victims, the Elderly and Disabled of Plaquemines Parish by providing a professional, compassionate and coordinated approach to individual and family needs. ... 115 Keating ...
1044618	PLASTIC DISTRIBUTORS CO., INC.	4631 Saint Louis Street, ,New Orleans	Plastics Distributors Company Inc - Contact Information	http://www.plasticsdist.com/contact_us.html	Plastics Distributors Company Inc. 4631 St. Louis Street. New Orleans, LA 70119 . watts 800.462.9661. main 504.525.1961. fax 504.486.8167 . Please send your questions or quote requests to: Email info@plasticsdist.com : Strapping Tools: Robotics: Conveyorized & Turntable Stretch Wrap: Strapping: High Speed Shrink Machines: Revolvers
1044619	PLATINUM CHEMICALS, LLC	1129 Highway 90 E ,Broussard	Platinum Chemicals LLC- - Broussard , LA - Business Profile	https://www.dandb.com/businessdirectory/platinumchemicalsllc-broussard-la-29013960.html	Platinum Chemicals Llc- was founded in 2011, and is located at 1129 Highway 90 E in Broussard. Additional information is available at www.platinumchemicals.net or by contacting Ladd Naquin at (337) 330-2321.
1044625	POCHE PROUET ASSOCIATES LTD	100 Central St Ste 200 ,Lafayette	Poche Prouet Associates	http://www.pocheprouet.com/index-poche-prouet.html	Poche' Prouet Associates, Ltd. is a professional multi-discipline corporation of individuals dedicated to providing high quality, efficient Consulting Services to meet the owner's needs. The firm has built a solid organization of select professionals with specialized talents, which combine to result in a strong, single source, responsible professional group with a regional appeal.
1044635	PONTCHARTRAIN PEDIATRICS, LLC	4405 Hwy 190, E Service Rd ,Covington	Pediatrician in Covington | Pontchartrain Pediatrics	https://www.pontchartrainpediatrics.com/	Pontchartrain Pediatrics strives to be a family-centered medical home for our patients. We provide knowledge, advice, treatment and care coordination for wellness promotion, chronic disease management, and acute illness. Our team of pediatric specialists deliver comprehensive care of the whole person and their family.
1044637	PORT OF CALL INC	838 Esplanade Ave ,New Orleans	Home - Port of Call	https://portofcallnola.com/	The music, the art, the history, the triumph, the crazy people, and most importantly, the FOOD, make this city undeniable. That being said, Port Of Call has been the GEM of the New Orleans French Quarter since the 1960's, and for good reason: We have consistantly been voted THE BEST BURGER IN THE CITY!
1044643	POWER CLEANING SPECIALISTS, INC.	16858 Florida Bvld ,Baton Rouge	Power Cleaning Specialists, Inc.	https://powercleaningspecialists.com/	The market leader for Nitric Acid Process Efficiency and PGM Recovery. PCSI delivers turnaround and maintenance services for critical plant assets. PCSI is the technology leader for maintenance of absorption towers, piping, heat train components and Intercooler cleaning. Patented technology for the pigging of cooling water side of absorption ...
1044646	POWER RIG RENTAL TOOL INC	2222 W Willow St ,Scott	Power Rig-home	http://prrt.us/	Power Rig Rental Tool is family owned and has served the Gulf Coast Oil and Gas Industry for over 50 years. Our attention to detail, a "can do" attitude and making every effort to increase your bottom line, are but a few of the many things that set us apart from others in our industry. Power Rig Rental Tool has dedicated itself to providing our customers with top-quality products, customer ...
1044647	POWER SPECIALTIES, L.L.C.	325 Chennault St ,Morgan City	Power Specialties, LLC. Morgan City, La.	https://powerspecialtiespumps.com/	POWER SPECIALTIES, LLC Lake Charles, La LRWA CONVENTION 2023 A Few Of Our Manufacturers Barmesa SH4-U 4" x 4" Self-priming Trash Pump & Skid LRWA CONVENTION 2022 Air Compressor & Skid Rig ... Power Specialties, LLC 325 Chennault Morgan City, La. 70380 985-384-8580 Email. Sitemap. Home ...
1044649	POYDRAS PROPERTIES LLC	1250 Poydras St Ste 2460 ,New Orleans	Poydras Properties	http://poydrasproperties.com/	Poydras Properties, LLC | Downtown New Orleans. The 1250 Poydras Building and Entergy Corporation Building offer nearly 1,000,000 square feet of stylish, well appointed and efficiently planned office space for full-floor and multi-use tenants.
1044654	PRAIRE VIEW ACDEMY	9942 Edwin St ,Bastrop	Prairie View Academy	https://www.pvacademy.com/	Prairie View Academy was founded. 1971-72. The gym and upper and lower classrooms were added. 1996. The cafeteria was built behind the main building. ... Prairie View Academy 9942 Edwin St Bastrop, Louisiana 71220 318.281.7044 Phone 318.281.4113 Fax. Additional Links . Linda Garcia's Photography ; Tuhmara's ; My School Bucks ; Stay Connected .
1044665	PREMIER AUTOS OF LUBBOCK, LLC	812 Lakeshore Blvd ,Slidell	Premier Autos of Lubbock | Used Dealer near Plainview, TX	https://www.premierautosoflubbock.com/	Welcome to Premier Autos of Lubbock Thank you for making your way to Premier Autos of Lubbock, serving drivers throughout Lubbock and the surrounding areas. At our dealership, you'll find a carefully inspected lineup of pre-owned vehicles. We also have a well-connected finance center run by a qualified team of finance experts, who can help you get the right loan or lease in a quick, easy ...
1044666	PREMIER CHEMICAL TECHNOLOGIES, LLC	107 Ridona St. ,Lafayette	Premier Chemical Technologies LLC Company Profile | Lafayette, LA ...	https://www.dnb.com/business-directory/company-profiles.premier_chemical_technologies_llc.6d0e8286162bde5611e574edc39c539a.html	Find company research, competitor information, contact details & financial data for Premier Chemical Technologies LLC of Lafayette, LA. Get the latest business insights from Dun & Bradstreet. Premier Chemical Technologies LLC. D&B Business Directory ... Address: 109 Ridona St Lafayette, ...
1044667	PREMIER CONSTRUCTORS, INC.	17188 Airline Hwy, Suite M-152 ,Prairieville	Premier Constructors, Inc. Company Profile | Prairieville, LA ...	https://www.dnb.com/business-directory/company-profiles.premier_constructors_inc.fdb3444e4bc1c1d7858fa9938bd91cea.html	Find company research, competitor information, contact details & financial data for Premier Constructors, Inc. of Prairieville, LA. Get the latest business insights from Dun & Bradstreet.
1044680	PRESERVATION ALLIANCE OF NEW ORLEANS	923 Tchoupitoulas St ,New Orleans	For lease: top-floor office space at 923 Tchoupitoulas Street	https://prcno.org/for-lease-top-floor-office-space-at-923-tchoupitoulas-street/	The Preservation Resource Center of New Orleans has a full floor available for lease in its beautiful, historic headquarters building at 923 Tchoupitoulas Street in the Warehouse District.
1044685	PRIDE AND HOPE MINISTRY & ACTIVITY CENTER	25502 Highway 21 North ,Angie	Pride & Hope Ministry Family Support Services, 25502 Highway 21, Angie ...	https://www.mapquest.com/us/louisiana/pride-hope-ministry-family-support-services-427517126	Get more information for Pride & Hope Ministry Family Support Services in Angie, LA. See reviews, map, get the address, and find directions. ... (985) 732-9494. Website. More. Directions Advertisement. 25502 Highway 21 Angie, LA 70426 Opens at 8:00 AM. Hours. Mon 8: ... count on Pride and Hope Ministry Family Support Services in Angie, LA for ...
1044695	PRINCIPAL ENGINEERING, INC.	1011 N. Causway Blvd Ste 19 ,Mandeville	Principal Engineering Contact	http://www.principal-engineering.com/contactus.html	PRINCIPAL Engineering, Inc. Home. Core Services. Architecture. Engineering. Construction. Solar. Core Values. Management Team. Company News. Client List ... please contact our corporate office location at: PRINCIPAL Engineering, Inc. 1011 N. Causeway Blvd., Suite 19 Mandeville, Louisiana 70471 Phone (985) 624-5001 Fax (985) 624-5303 info@pi-aec ...
1044702	PRO POOLS & SPAS, INC.	623 Romero St. ,Lake Charles	PRO POOLS & SPAS INC - Updated June 2024 - 623 Romero St, Lake Charles ...	https://www.yelp.com/biz/pro-pools-and-spas-inc-lake-charles	With so few reviews, your opinion of Pro Pools & Spas Inc could be huge. Start your review today. Overall rating. 2 reviews. 5 stars. 4 stars. 3 stars. 2 stars. 1 star. Filter by rating. Search reviews. Search reviews. James V. Lake Charles, LA. 0. 1. Apr 22, 2024.
1044704	PRO SERVE INC	37091 Lirocchi Park P.O. Box 1657 ,Prairieville	Pro Serve, Inc.	https://www.proserve-us.com/contact-us/	Pro Serve, Inc. 37091 LiRocchi Park Road Prairieville, LA 70769 P.O. Box 1657
1044709	PROCOR CHEMICALS, INC.	103 Mission Hills Drive ,Broussard	PROCOR CHEMICALS - Downhole Chemicals	https://www.procorchemicals.com/	Jumpstart your next project. PROCOR CHEMICALS provides industry-leading products and engineering solutions for wellbore instability and lost circulation challenges. ProCor HD. Watch on. Call 866-960-1326.
1044713	PROFESSIONAL SITTER SERVICES LLC	708 Milam St Ste 202 ,Shreveport	PROFESSIONAL SITTER SERVICES | La Dept. of Health	https://ldh.la.gov/index.cfm/directory/detail/18762/catid/176	Mailing Address 708 MILAM STREET, SUITE 202 SHREVEPORT, LA 71101
1044715	PROFOAM, LLC	105 Regency Pl ,West Monroe	Profoam LLC in West Monroe, LA 71291 - 318-600...	https://www.chamberofcommerce.com/business-directory/louisiana/west-monroe/general-contractor/2004558544-profoam-llc	Profoam LLC located at 105 Regency Pl, West Monroe, LA 71291 - reviews, ratings, hours, phone number, directions, and more.
1044725	PROVIDENCE HOUSE	814 Cotton St ,Shreveport	Contact Us - Providence House	https://theprovidencehouse.com/contact-us/	814 Cotton Street, Shreveport, LA 71101 ... Since 1988, Providence House has worked to help homeless families with children shed the bonds of extreme poverty and homelessness. Our holistic program initiates systemic change that transforms families and ultimately communities!
1044727	PROVINE SCHOOL PICTURES, L.L.C.	3666 Government St ,Alexandria	Provine School Pictures - Pro Photography Online Sales	https://provine.hhimagehost.com/V2/Home/Index	Welcome to the ordering site for Provine School Pictures. Our goal is to create smiles that last well beyond picture day! If you have any questions, feel free to reach out to us at support@provinepictures.com or call us at 318-443-0493. provine@provinepictures.com; www.provinepictures.com; 318-443-0493; 3666 Government St, Alexandria, LA 71302;
1044728	PROVOST SALTER HARPER &AMP; ALFORD LLC	8550 United Plaza Blvd Suite 600 ,Baton Rouge	Provost, Salter, Harper & Alford, LLC | LinkedIn	https://www.linkedin.com/company/provost-salter-harper-&-alford-llc	8550 United Plaza Blvd Suite 600 Baton Rouge, LA 70809, US Get directions ... Provost, Salter, Harper & Alford, LLC serves a diverse array of clients, from individuals and businesses to government ...
1044729	PROVOSTY & GANKENDORFF, LLC	650 Poydras St ,New Orleans	Provosty Law - Attorneys & Counselors At Law, New Orleans, Louisiana	https://provostylaw.com/	Founded in New Orleans in 2006, the law firm of Provosty & Gankendorff, LLC, provides a full range of legal services for clients internationally, nationally, and throughout the state of Louisiana.
1044733	PUJOL, PRYOR, & IRWIN, LLC	12320 Highway 44 Bldg 4, Ste C ,Gonzales	Pujol Irwin Attorneys At Law Business Litigation, Insurance, Wills	https://www.pujolirwin.com/	12320 LA HIGHWAY 44, SUITE 4C, GONZALES, LA 70737 | Phone: 225-644-0607 | Fax: 225-644-1688 © 2022 Pujol Irwin, LLC. All Rights Reserved.
1044736	PUMP CRAFTS, INC.	224 E Mount Pleasant Rd ,Zachary	PUMP CRAFTS - Updated June 2024 - 224 E Mount Pleasant Rd, Zachary ...	https://www.yelp.com/biz/pump-crafts-zachary	224 E Mount Pleasant Rd. Zachary, LA 70791. Get directions. (225) 654-6879. Get Directions. 224 E Mount Pleasant Rd Zachary, LA 70791. Suggest an edit. PUMP CRAFTS in Zachary, reviews by real people. Yelp is a fun and easy way to find, recommend and talk about what's great and not so great in Zachary and beyond.
1044737	PUMPELLY TIRE COMPANY, L.L.C.	3406 Ryan St ,Lake Charles	Pumpelly Tire | Tire & Automotive Repair | Lake Charles, LA & Sulphur, LA	https://www.pumpellytire.com/	Pumpelly Tire | Family-owned tire dealer | Serving Lake Charles, Sulphur, and surrounding areas for 50+ years | Shop tires, financing, fleet management, and more
1044738	PURE DERMATOLOGY LLC	3100 Galeria Blvd. Ste 203 ,Metairie	Contact Us | Pure Dermatology | Metairie, LA	https://puredermnola.com/contact-us/	3100 Galleria Drive #203 Metairie, LA 70001. 504-226-PURE (7873) info@PureDermNola.com; Fax: 504-290-DERM (3376) Monday-Friday (8:00am - 5:00pm) ... Pure Dermatology Rewards; Appointment Request; About. About Us; Contact Us; Patient Resources; Request Appointment; Submit Review; FAQ; Terms and Services;
1044741	Q-SEA CORPORATION	1500 4Th St Suite A ,Harvey	Q-Sea | Non Destructive Testing Worldwide	https://q-sea.com/	Here at Q-Sea we value each of our clients and continually look forward to building their trust and lasting partnerships. Find out how we can assist you. ... 1500 4th Street, Suite A Harvey, LA 70058. Phone: 504-368-8762 Fax: 504-368-8764. Tampa Office. 5275 Causeway Blvd., Suite 2 Tampa, FL 33619. Phone: 813-740-1800 Fax: 813-740-1888.
1044743	QIC TRIM MEDICAL INC.	104 Onofrio A Lococo Drive ,Raceland	PPP Loan Data — QIC Trim Medical Inc, Raceland, LA	https://www.federalpay.org/paycheck-protection-program/qic-trim-medical-inc-raceland-la	QIC Trim Medical Inc is a sole proprietorship located at 104 Onofrio A Lococo Drive in Raceland, Louisiana that received a Coronavirus-related PPP loan from the SBA of $272,500.00 in April, 2020.
